content,score,country,clean_review
Committed Driver!,5,br,committed driver
"Good is good nice. But, some drivers gose in a long distance, good to have route suggation to passeger, why drivrs cancel the order after they tack i remember my order is canceled by 3 drivers in one journy u have to force them to serve.",4,br,good good nice driver gose long distance good route suggation passeger drivrs cancel order tack remember order canceled driver one journy u force serve
አሰራራቹ ልክ አይደለም,2,br,
very pleasent personalty,5,br,pleasent personalty
good,5,br,good
Tsion Hailu,4,br,tsion hailu
👍,5,br,
It is so great,5,br,great
Good,4,br,good
Very good,1,br,good
It always give you a driver far from your destination. You should work on that because it is irritating to wait for a driver more than 10 minutes. I rather use feres than ride Tbh,1,br,always give driver far destination work irritating wait driver minute rather use feres ride tbh
I like this app.it help me a lot,5,br,like appit help lot
i am satisfied,5,br,satisfied
Super good!,5,br,super good
price isnot fair anymore and drivers are dumb they cant use location to locate you,4,br,price isnot fair anymore driver dumb cant use location locate
"Don't use! Several other better ride hailing companies in the city. Especially if you are English speaking this company & call centre agents are rude & hang up on English speakers...happened too many times to me. No follow up from managment, all of their 'help/customer service' numbers & contacts don't work or bounce back. They even deleted my bad review from a couple of years ago.",1,br,dont use several better ride hailing company city especially english speaking company call centre agent rude hang english speakershappened many time follow managment helpcustomer service number contact dont work bounce back even deleted bad review couple year ago
Perfect..,5,br,perfect
very satisfy and excellent service,5,br,satisfy excellent service
"It kinda took a while to sign up, but it got there anyway. This is a good app overall, but I will be editing this review after I actually order a taxi. Edit: So far so good, although there are drivers who try to charge a very high price compared to the distance. The app is good, but the service isn't there yet.",3,br,kinda took sign got anyway good app overall editing review actually order taxi edit far good although driver try charge high price compared distance app good service isnt yet
"I have had bad experience using this transportation company a year ago and I reported the insedent right away. however, no one seems to care. I personally stopped using ride after my bad experience and released ride company don't seems to care passenger safety's and complains",1,br,bad experience using transportation company year ago reported insedent right away however one seems care personally stopped using ride bad experience released ride company dont seems care passenger safety complains
very Nice,5,br,nice
Ride,1,br,ride
Good and safe,5,br,good safe
it's my first time to use RIDE app. it's an amazing app and i got prompt replay for my orders. I hope it keeps such Cust. experience.,5,br,first time use ride app amazing app got prompt replay order hope keep cust experience
Thank you for being friendly and polite,5,br,thank friendly polite
very safe and reasonable service.,5,br,safe reasonable service
Tesfaneshi Demeke,5,br,tesfaneshi demeke
Availability and easy access,5,br,availability easy access
Good ride,5,br,good ride
Dud,1,br,dud
Very useful app to get around in Addis Ababa! The main criticism I have is that the final price of the ride is only displayed on the driver's phone after the end of the trip.,4,br,useful app get around addis ababa main criticism final price ride displayed driver phone end trip
｛hfuol ２Ｇ＞｜gnyu,4,br,hfuol gnyu
Great job!,5,br,great job
I am satisfied with price and service,5,br,satisfied price service
Your drivers should atleast have the courtesy to inform the customer that they have canceled the order. I have just missed an important meeting because of the recklessness of your drivers! The way your company has declined in the last year is just unbelievable.,1,br,driver atleast courtesy inform customer canceled order missed important meeting recklessness driver way company declined last year unbelievable
The worst app ever considering how big the company is,1,br,worst app ever considering big company
ውድድሩ ከባድ ነው ብዙ አማራጮች እየመጡ ነው አገልግሎታችሁን ጥራት ጨምሩበት,3,br,
NEW BEE,5,br,new bee
Its the best transport in addis abeba,5,br,best transport addis abeba
100% useless app.,1,br,useless app
nice,5,br,nice
very professional,5,br,professional
Nice,4,br,nice
"Complete Scam - Avoid at all . Shocking experience. Arrived at Airport and has to wait 45 minutes for a new driver to be found, ... Secondly, they have this weird process of asking additional fee. Ride taxi, and are not going to pay any guarantees 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",1,br,complete scam avoid shocking experience arrived airport wait minute new driver found secondly weird process asking additional fee ride taxi going pay guarantee
cool,5,br,cool
Cool 😎👍👌,5,br,cool
you are so smart,5,br,smart
I proud of it,5,br,proud
Good,5,br,good
Very intersting and best to use . Free from any threaty,5,br,intersting best use free threaty
exlent,5,br,exlent
Good,5,br,good
It doesn't even send the code at first,1,br,doesnt even send code first
Drivers provided me service are sociable and Drive safe. I feel safe when use Ride application. Thanks 🙏,3,br,driver provided service sociable drive safe feel safe use ride application thanks
pleasant ride,5,br,pleasant ride
Nice App,5,br,nice app
tnx. Raid,5,br,tnx raid
good app.,5,br,good app
Quite okay,5,br,quite okay
Very good app to use safely,5,br,good app use safely
Bad,1,br,bad
he's very welcoming and patient,5,br,he welcoming patient
its good driver,5,br,good driver
thanks its very nice 👍 driver,5,br,thanks nice driver
Trustworthy 🙏,5,br,trustworthy
"(EDIT) This time I got another driver, H/Michael Bitew Kassa, A77593. He came to my door, waited 2 minutes, left without informing me, and then didn't answer his phone. Not the first time something like this is happening. Ride drivers are rude and ignorant. Don't bother with this app, just use feres",1,br,edit time got another driver hmichael bitew kassa came door waited minute left without informing didnt answer phone first time something like happening ride driver rude ignorant dont bother app use feres
At the start almost all drivers are having ethics and their drive was safe but recently for no reason on the contrary don't fell safe while they are driving. Maybe lack of experience and some are not familiar with the city. Please safety and ethics first. Money comes later as a company.,2,br,start almost driver ethic drive safe recently reason contrary dont fell safe driving maybe lack experience familiar city please safety ethic first money come later company
it's great but of course some drivers say they are coming and then for some reason they don't come and give any excuse! overall its OK!,4,br,great course driver say coming reason dont come give excuse overall ok
"Secured application,thanks ride",5,br,secured applicationthanks ride
Great! So easy to use and very convenient for getting around the busy streets of Addis Ababa.,5,br,great easy use convenient getting around busy street addis ababa
Great service,5,br,great service
👎👎👎the most annoying app,1,br,annoying app
Nice app,5,br,nice app
Excellent app,5,br,excellent app
"Used this app in Addis. Good, friendly drivers.",5,br,used app addis good friendly driver
Experience was good !!! Feature of having showing receipts (on email and pdf) after ride is completed will be quite helpful.,4,br,experience good feature showing receipt email pdf ride completed quite helpful
It's became more expensive,4,br,became expensive
it is good,5,br,good
v good,5,br,v good
well organized,5,br,well organized
Remove,5,br,remove
Easily ...,5,br,easily
Useless app plus stolen idea.,1,br,useless app plus stolen idea
"Great job, pioneering such a great way in Ethiopia",5,br,great job pioneering great way ethiopia
"The map must be updated ,It doesn't show the exact location , I always open google map then mark on ride , this must be fixed",1,br,map must updated doesnt show exact location always open google map mark ride must fixed
"The most useless app of all time. How can someone request for a ride and wait for over an hour before a driver is assigned!! Thanks to this BS now we know other apps exist. For your own good, don't rely 100 on the up. There are other taxi app have them as well and thank me later. Disappointed.",1,br,useless app time someone request ride wait hour driver assigned thanks b know apps exist good dont rely taxi app well thank later disappointed
nice,3,br,nice
the trip was great 👍,3,br,trip great
The update notes crack me up and the service is invaluable! Your hard work shows. Providing some cashless options would make this the perfect ride app for my everyday use!,4,br,update note crack service invaluable hard work show providing cashless option would make perfect ride app everyday use
Their drivers they don't know the city. Train them before they start driving,2,br,driver dont know city train start driving
reviews,1,br,review
amazing,5,br,amazing
good service,5,br,good service
This is the best so far.,4,br,best far
excellent app 👌 👏 👍 and excellent service.,5,br,excellent app excellent service
I like the app but i have a hard time getting discount code,4,br,like app hard time getting discount code
Its hard to register. The confirmation code that is texted to phone number is unable to reach. Please check it.,2,br,hard register confirmation code texted phone number unable reach please check
You need to rank or certify for the driver who speaks English.,3,br,need rank certify driver speaks english
"Bad system, SMS OTP doesnt work... Etc",1,br,bad system sm otp doesnt work etc
"Good driver experience 👍 but the app is not working for me I changed phones and tried to upload it, it keeps saying wil send sms but I have yet to receive it you need to fix this esu asap.",4,br,good driver experience app working changed phone tried upload keep saying wil send sm yet receive need fix esu asap
Alem gena,5,br,alem gena
it's amazing but the drivers don't have rap songs 😔,4,br,amazing driver dont rap song
One of the best and easy app in Ethio Thanks ride,5,br,one best easy app ethio thanks ride
Mert,4,br,mert
ራይድ የእንቅስቃሴ ህይወትን አቅሎልኛል መተግበሪያው ደግሞ አገልግሎት ከሚሰጠኝ ሰው ጋር ምንም አላስፈላጊ ወሬእንዳላወራ ረድቶኛል ጥሩ መተግበሪያ ነው,5,br,
Ride is mine.,5,br,ride mine
great,5,br,great
"Very helpful driver, I'm very glad with his service",5,br,helpful driver im glad service
nice one,5,br,nice one
awesome,5,br,awesome
loved it,5,br,loved
Better,5,br,better
"When you start to give award for customer, I will give 5 stars!",2,br,start give award customer give star
"It was one of the worst applications I have used, the drivers don't know English you can't give them directions and they over charge and use a price other than the one the app shows, I don't recommend this app at all",1,br,one worst application used driver dont know english cant give direction charge use price one app show dont recommend app
noice,5,br,noice
"For the love of God, ask your drivers to follow the map and to stop wasting clients' time. It's inadmissible that a taxi driver is not familiar with the city roads, buildings and landmarks. Train them well.",2,br,love god ask driver follow map stop wasting client time inadmissible taxi driver familiar city road building landmark train well
Good application,1,br,good application
Dump best app but the car is not coming early,5,br,dump best app car coming early
I got a nice and apprciable driver. thanks,5,br,got nice apprciable driver thanks
Safe and secure,5,br,safe secure
must take other route than the provided by the app,4,br,must take route provided app
Good!,4,br,good
Very good service. Keep your standard service,4,br,good service keep standard service
Strongly recommend,5,br,strongly recommend
You guys are becoming a joke!,1,br,guy becoming joke
ምርጥ app ነው በብዙ ጠቅሞናል አንዳንድ ማሻሻያወችን ብታደርጉም መልካም ነው!,4,br,app
"Fast, Great and Safe",5,br,fast great safe
ጥሩ ነዉ ። ኦርደር አድርገዉ ለማይታገሱ ሰዎች አንድ ብትሏቸዉ።,5,br,
on time and respectful,5,br,time respectful
excellent driver,5,br,excellent driver
I am happy with Ride sevice.,5,br,happy ride sevice
good driver,5,br,good driver
Wow very good transportation,5,br,wow good transportation
very nice,5,br,nice
Woww,4,br,woww
"Why your app refer places in addis like this: megenagna, addis Ababa, oromiya as if addis Ababa is under oromiya...shouldn't it be referred like this?: megenagna, addis Ababa , ethiopia. Why you are doing this?",1,br,app refer place addis like megenagna addis ababa oromiya addis ababa oromiyashouldnt referred like megenagna addis ababa ethiopia
"Best service, but I sometimes can't get drivers, Edit: Issue now resolved",5,br,best service sometimes cant get driver edit issue resolved
Worest service ever dont deserv any star,1,br,worest service ever dont deserv star
Very convenient app but there's ample room for growth on the technical aspects of the app.,5,br,convenient app there ample room growth technical aspect app
Nice,5,br,nice
"Ya thanks to technology now I can call ,locate the vehicle and enjoy my time with ride!!! Hey EVERYONE download this app and enjoy it like me!!!",5,br,ya thanks technology call locate vehicle enjoy time ride hey everyone download app enjoy like
nice app glad to have Ethiopian uber.Little idea.What if you let motor cyclists also drive people but you make that price cheaper compared to the car orders,5,br,nice app glad ethiopian uberlittle ideawhat let motor cyclist also drive people make price cheaper compared car order
nice service,5,br,nice service
v goood,5,br,v goood
The map doesn't even move the previous version was better 👎🏾,1,br,map doesnt even move previous version better
Ride,1,br,ride
Middle level,3,br,middle level
Qwez,5,br,qwez
very humble person,5,br,humble person
Excellent,5,br,excellent
All though to ad,5,br,though ad
Nice,4,br,nice
good service giving,5,br,good service giving
Live it,5,br,live
6859 &፣፤፡,5,br,
OK,4,br,ok
It gets worse with every update.I can't even see the maps now or it takes so much time to load. It also doesn't give you a choice of not wanting to update since it stops working unless you do.,1,br,get worse every updatei cant even see map take much time load also doesnt give choice wanting update since stop working unless
Amazing service,5,br,amazing service
Its very fine,5,br,fine
Ride is very helpful.,4,br,ride helpful
it's good app. but drivers always call to ask for pickup point not using the GPS which is very difficult to give them directions.,4,br,good app driver always call ask pickup point using gps difficult give direction
Very impressive application tanks ride crater,5,br,impressive application tank ride crater
Please stop drivers queue. Just make it by closer driver from where the order started. Am leaving you guys and join feres for this particular reason.,1,br,please stop driver queue make closer driver order started leaving guy join feres particular reason
I lick..,5,br,lick
Very cool!,5,br,cool
This is the worst customer experience I have ever experienced their drivers are selfish greedy and most of all rude even their calling service were so rude and tiring . I recommend you to not use RIDE. And use a better alternative the contract taxi in my neighborhood are better than RIDE Even in an emergency they didn't want to help I even to their drivers that I would pay any expenses or damages to the car . IF YOU'RE NOT TIRED JUST WALK OR CALL A NEIGHBOR WHO HAS A CAR IF ITS AN EMERG,1,br,worst customer experience ever experienced driver selfish greedy rude even calling service rude tiring recommend use ride use better alternative contract taxi neighborhood better ride even emergency didnt want help even driver would pay expense damage car youre tired walk call neighbor car emerg
👍,5,br,
best service,5,br,best service
so cool ride driver,5,br,cool ride driver
It's my number 1 choice. It's fast and the price is fair.,5,br,number choice fast price fair
The best in Addis!,5,br,best addis
Keep going!,5,br,keep going
The best transport service ever in Ethiopia,5,br,best transport service ever ethiopia
My first choice,5,br,first choice
"Safe,secured and easy to Access",5,br,safesecured easy access
የራይድ ቤተሰብ,5,br,
Best transportation system,5,br,best transportation system
Ride is my first choice very comfortable and efficient,5,br,ride first choice comfortable efficient
"Ride is easy, flexible and fair price in Addis",5,br,ride easy flexible fair price addis
Good,5,br,good
አፕሊኬሽኑ update ከተደረገ ወዲህ ጊዜ የሚፈልግና ለቸኮለ የማይሆን ሆኗል። የስልክ ጥሪያችሁ ደግሞ call centers በቀረቤታ ስለሚሠሩ ይሁን የድርጅታችሁን መኪኖች ለማሠማራት ከመፈለግ መሠለኝ ሌሎች መኪኖችን በቅርብ እያሉ ከሩቅ ያሉትን ስለሚጠሩ ይዘገያሉ፤ ጠብቅ ተብሎም አይመጡም።,3,br,update call center
"Nice, vary useful app",5,br,nice vary useful app
good driver.,5,br,good driver
Wonderful service,5,br,wonderful service
Good service,3,br,good service
AAXw,3,br,aaxw
"feres app performs well, ride charge extra for order cancelled by driver",1,br,feres app performs well ride charge extra order cancelled driver
"an excellent transportation service in Addis Abeba. reliable, safe and cost-effective 👍",5,br,excellent transportation service addis abeba reliable safe costeffective
"good, but can get better",3,br,good get better
All Nice 👍,5,br,nice
It doesnt show the estimation price,1,br,doesnt show estimation price
wow,5,br,wow
more trusted app and company .good work,5,br,trusted app company good work
good,5,br,good
Difficult to get varification code for this app.poor ever seen and should be updated version either.,1,br,difficult get varification code apppoor ever seen updated version either
Good,5,br,good
Good app,5,br,good app
Best,5,br,best
It calls more than one driver at a time. That's nagging. The drivers' app wont close as quickly as it should and I have to wait until it shows the total fare.,2,br,call one driver time thats nagging driver app wont close quickly wait show total fare
It's good,4,br,good
It has a max number of 4 or 5 order trial that makes it very uncomfortable for me since some drivers ask to cancel orders for them. Most often this happens because of wide car call radius. It might take several minutes to get the car and often drivers cancel. Please correct this,3,br,max number order trial make uncomfortable since driver ask cancel order often happens wide car call radius might take several minute get car often driver cancel please correct
Thanks for provided this app for us it's excellent .,5,br,thanks provided app u excellent
Desirable to transform GPS for driving,5,br,desirable transform gps driving
It not fair it it add additional 15 birr with the starting not fair,1,br,fair add additional birr starting fair
Quick App I recommend if you add Chat board on the app to tell the driver where exactly you are in case if it's comfortable for a call,5,br,quick app recommend add chat board app tell driver exactly case comfortable call
Kifle,5,br,kifle
Thanks for the app,5,br,thanks app
Ĺllĺ,5,br,
Great RIDE app and wonderful service,5,br,great ride app wonderful service
Ok,5,br,ok
one less star because i have to use cash.,4,br,one less star use cash
very good service! it makes life easy,3,br,good service make life easy
the best taxi at the moment. works 24 hours a day. the car always arrives quickly and delivers just as quickly along the shortest route. the drivers are polite and they can't even leave for tea,5,br,best taxi moment work hour day car always arrives quickly delivers quickly along shortest route driver polite cant even leave tea
Merga asefa,5,br,merga asefa
simply z best,5,br,simply z best
"my Google map doesnot working with my ride passenger, always showing 'Google play services are updating' , it's been like this for centuries!",3,br,google map doesnot working ride passenger always showing google play service updating like century
Nice one!,5,br,nice one
I Like it this Apps,5,br,like apps
Smart Apps 10Q,3,br,smart apps q
very good,4,br,good
Just loved it!,5,br,loved
great ride,5,br,great ride
This app is amazing,5,br,app amazing
"I feel comfortable and safe when i use ride to travel where and when ever i need ride ,their payment's fair too...........",5,br,feel comfortable safe use ride travel ever need ride payment fair
Great,5,br,great
Enjoying the services provided.,4,br,enjoying service provided
Love it so much,5,br,love much
If they are not working together with the driver properly the app by it self is nothing Or useless,2,br,working together driver properly app self nothing useless
kedir mnewer muhamad,1,br,kedir mnewer muhamad
Love,5,br,love
Its very good,5,br,good
I am happy with your service,5,br,happy service
"The app is good. However, the company should work on its drivers. They cancel orders at rush hours. I wouldn't mind paying premium but could not afford to waste my time for more than 30 minutes calling drivers and contact centre. I would like to thank the staff at the contact centre who were helpful to listen to my experiences.",3,br,app good however company work driver cancel order rush hour wouldnt mind paying premium could afford waste time minute calling driver contact centre would like thank staff contact centre helpful listen experience
Well done,5,br,well done
"I love this app and found it very user friendly. However I don't like the ""RIDE"" logo. What a terrible design.😤 Please make it better like your extraordinary services.",4,br,love app found user friendly however dont like ride logo terrible design please make better like extraordinary service
"The drivers of this app make it to be the worst app I've ever used. So far, almost all of them are rude, have no appealing customer service, and insist on many extra charges (not displayed on the app) once they reach the customer's destination. Such charges include luggage fee (which they say is at least 25 birr per luggage), airport pass/entry fee, etc. The drivers always take advantage of foreign nationals, esp. those who don't speak any of the local languages. The app needs significant overhaul. All the time the drivers don't know the location of the clients and take too long to arrive. I recommend this app with unmeasurable reservation.",1,br,driver app make worst app ive ever used far almost rude appealing customer service insist many extra charge displayed app reach customer destination charge include luggage fee say least birr per luggage airport passentry fee etc driver always take advantage foreign national esp dont speak local language app need significant overhaul time driver dont know location client take long arrive recommend app unmeasurable reservation
Nise app.,5,br,nise app
Thankyou,5,br,thankyou
It's a wonderful technology.,3,br,wonderful technology
drivers are not discipline at all,1,br,driver discipline
It is very good application and very useful,5,br,good application useful
"driver is very familiar , really good",5,br,driver familiar really good
Pioneer in ET,5,br,pioneer et
xxxa,5,br,xxxa
Student,5,br,student
"I used the promo code given and guess what, I paid another 16 percent extra when the driver had to check for price details from their service center even though the app clearly showed an amount 16% lower. App is better than all other in the country but such things ruin the entire experience.",3,br,used promo code given guess paid another percent extra driver check price detail service center even though app clearly showed amount lower app better country thing ruin entire experience
Rrol,5,br,rrol
very professional,5,br,professional
Ride is good.,5,br,ride good
Good,4,br,good
Itis goof,3,br,itis goof
Saxs,5,br,sax
I got great ride,5,br,got great ride
ablksheen,1,br,ablksheen
Like it,5,br,like
it is better to use Ride service to save time and to arive where ever you want safely,4,br,better use ride service save time arive ever want safely
Excellent 👌 I love it,5,br,excellent love
It is better to much,5,br,better much
This app is good and easy to use.,5,br,app good easy use
Good,5,br,good
My Favorite app,5,br,favorite app
RIDE,5,br,ride
Great Frive,5,br,great frive
Nice app. But all drivers aren't familiar using all the options.,4,br,nice app driver arent familiar using option
I usually use this application for my travel,4,br,usually use application travel
አሪፍ አገልግሎት,5,br,
Wow,5,br,wow
Nice,5,br,nice
Thank you very much,5,br,thank much
Great,4,br,great
በጣም ደስ የሚል ስራ ነው። በርቱልን 🙏💪👍👌,5,br,
An important App 👍👍,5,br,important app
satsfied with the service,3,br,satsfied service
Fast responsive to use,5,br,fast responsive use
Best service,5,br,best service
Serena D. MAKY (CEO),5,br,serena maky ceo
The most attractive and modern technology,4,br,attractive modern technology
Nice,2,br,nice
"Good, fast and reliable",5,br,good fast reliable
The map is stuck i can't move it the only thing that works is the menu and booking button why? I don't know if this kind problem is with me only or not please fix it.,5,br,map stuck cant move thing work menu booking button dont know kind problem please fix
አሪፍ ናችሁ,5,br,
"Thanks, Ride is worth enough!! Yale selif, yale limena, staraight forwardly ......des yemil neger access yarekut, Ride'n Newu. Girl u did a great job. Mutual Benefit! 👏👌👍💥💥💥💫",5,br,thanks ride worth enough yale selif yale limena staraight forwardly de yemil neger access yarekut riden newu girl u great job mutual benefit
The app is so great and easy to use. But the drivers is so rude ባለጌና ተሳዳቢ so let the passenger to have rating so we can rate their service.,5,br,app great easy use driver rude let passenger rating rate service
good,5,br,good
good app,5,br,good app
very comfortable service.,5,br,comfortable service
"It is an amazing Experience, drivers are on time, Friendly and honest; The app is easy to use with the necessary info. Price is a reasonable .",5,br,amazing experience driver time friendly honest app easy use necessary info price reasonable
"Great, manageable.",5,br,great manageable
"nice, clean, and fast UI. Amazing service. My only request is that you make the map rotatable.",5,br,nice clean fast ui amazing service request make map rotatable
ጥሩ ነው መነሻ ዋጋ ብትቀንሱ,5,br,
Nice app,3,br,nice app
"Okay but it needs more features, and you also have to upgrade the drivers app so that they know exactly where we are and where they need to pick us app‼",2,br,okay need feature also upgrade driver app know exactly need pick u app
Thankful! am very comfortable with this app however sometimes it plots far drivers! I think it's good to add women driver options on the car type selection bar specially for those who aren't comfortable(women passengers) having some misbehaving man drivers.🙏👌,5,br,thankful comfortable app however sometimes plot far driver think good add woman driver option car type selection bar specially arent comfortablewomen passenger misbehaving man driver
goid,5,br,goid
Awesome! 😊 I challenged myself with Islamic knowledge in Vmuslim. Join me now!🌹 🌹🌹👇 🌹,5,br,awesome challenged islamic knowledge vmuslim join
Wow it's cool ...,5,br,wow cool
NICE job ! keep it up !,3,br,nice job keep
Perfect,5,br,perfect
Great app,5,br,great app
awesome,5,br,awesome
"Why,you make respond for the comments from only foreigners what about the local customers?",2,br,whyyou make respond comment foreigner local customer
excellent driver! much appreciated!,5,br,excellent driver much appreciated
"Worst ever,,,",1,br,worst ever
Fast easy & enjoyibele,5,br,fast easy enjoyibele
"Good app, I am a user. But may I ask why you blatantly claim that you have millions of users? I don't see the poin of your exaggeration.",5,br,good app user may ask blatantly claim million user dont see poin exaggeration
Very bad agents,2,br,bad agent
The best ride application in Addis Ababa.,5,br,best ride application addis ababa
I love the app but the drivers are so rude and inappropriate the word they say were so disgusting I really hope you upgrade it that we can rate the drivers,2,br,love app driver rude inappropriate word say disgusting really hope upgrade rate driver
good,5,br,good
Well done,1,br,well done
Can't register to the app since I downloaded the app again!!,1,br,cant register app since downloaded app
Excellent,5,br,excellent
Excellent software,5,br,excellent software
Easy,5,br,easy
Great!,4,br,great
Betel,5,br,betel
Waw,5,br,waw
Good,5,br,good
Okay,5,br,okay
excellent,5,br,excellent
Kalita,1,br,kalita
Wow this app is so good,5,br,wow app good
አንዳንድ ሹፌሮች ታማኝነት የላቸውም ስልኩን ሳያሳዩ ዋጋ ጨምረው ይናገራሉ የሻንጣ የፖርኪንግ እያሉ ክፍያውን ይቆልላሉ በዚህ ምክንያት በተለይ ኤርፖርት ሉሲ እና ሰረገላን መጠቀም ይመረጣል ።ሌሎቹ የሻንጣ የፖርኪን ስለማይሉ የነሱ ዋጋ ከራይዱ ይቀንሳል እነሱም እንደዛ እያሳመኑ ብዙ ከስተመር ያስተናግዳሉ,5,br,
Please add driver ratting system,4,br,please add driver ratting system
👍,5,br,
Nice,5,br,nice
Ride Don't have a call by phone number just like feres app.,1,br,ride dont call phone number like feres app
'Xxxx d7t at Bilim 6ccy 7vv French 🐒gc,2,br,xxxx dt bilim ccy vv french gc
Good,5,br,good
yosef,1,br,yosef
Biruk hagos,5,br,biruk hagos
Continue,5,br,continue
Student,5,br,student
"Disappointing drivers, the reason I rated 1",1,br,disappointing driver reason rated
Nanigs th ntgf,5,br,nanigs th ntgf
Excellent app - no issues!,5,br,excellent app issue
great driving,5,br,great driving
good app,5,br,good app
Tank's,5,br,tank
"The app is good, but most of the drivers don't even fit to be a driver at all!",1,br,app good driver dont even fit driver
Good behavior of driver,5,br,good behavior driver
Good,5,br,good
Reliable,5,br,reliable
great traveling experience!!!,5,br,great traveling experience
Fadelu. Kade,5,br,fadelu kade
😍😍😍❤❤❤❤❤❤❤❤🙏🙏🙏🙏🙏❤❤❤❤❤❤❤❤😍😍😍,5,br,
Sawa,5,br,sawa
its a very good app but it order a driver who is far away while there is other drivers near,4,br,good app order driver far away driver near
Love this app,5,br,love app
Disappointing!! I no longer have Confidence in Ride...I can hardly get successful requests..😔😔,3,br,disappointing longer confidence ridei hardly get successful request
its nice service.let give training customers handling update the drivers .,3,br,nice servicelet give training customer handling update driver
"The map is not accurate always the drivers ask where is our location and where are you going, it should be obvious from the map",3,br,map accurate always driver ask location going obvious map
Safe nice and good,5,br,safe nice good
Dependable .,5,br,dependable
It is best,5,br,best
easy to use. driver is soon at your side and prices are reasonable.,5,br,easy use driver soon side price reasonable
Special Ride!,5,br,special ride
It's fine fantastic and affordable,5,br,fine fantastic affordable
"arived to pick me very fast, the car is clean with a deciplined driver 👌",5,br,arived pick fast car clean deciplined driver
some drivers take other clients without canceling those who order the trip in the firstplace.becouse of that one suppose to wait the driver to cancel the order.so if there is a an option clients can cancel order in such occasions.,4,br,driver take client without canceling order trip firstplacebecouse one suppose wait driver cancel orderso option client cancel order occasion
Yuri 76ሰሰ🤣🤣 🤣 😊 😊🤣 😊😊😊😊 🤣🤣🤣🤣 🤣😊😊😂🤣😂 😂😂😂😂😂🤣🤣😂,3,br,yuri
Excellent service .,5,br,excellent service
It's good except the driver's sometime don't know the place where you ate waiting,4,br,good except driver sometime dont know place ate waiting
"Keep it up, you guys are great.",5,br,keep guy great
it is good keep it up,4,br,good keep
very friendly drivet,5,br,friendly drivet
late during call,2,br,late call
Tax,4,br,tax
good app,5,br,good app
"Inspite of several attempts could not be downloaded for Android samsung phone, can somebody help?",1,br,inspite several attempt could downloaded android samsung phone somebody help
Great Ethiopian Experience,3,br,great ethiopian experience
Pest ride passenger et,5,br,pest ride passenger et
"So happy for your best services, keep it up",5,br,happy best service keep
apps wise perfect tho am not so much fun with the new update...but direct call they are the worst ever they are just socks.....ferese is way better than them,1,br,apps wise perfect tho much fun new updatebut direct call worst ever socksferese way better
Xamse cisman,5,br,xamse cisman
It is good app and RIDE is interesting platform.,4,br,good app ride interesting platform
The first.,4,br,first
Nice.,4,br,nice
Very nice idea and creativity for the Ethiopians .well done RIDE,5,br,nice idea creativity ethiopian well done ride
Great ride!,5,br,great ride
Nice,5,br,nice
"Very good system, but when passenger requests try to find most very nearest vehicle...for safety of the passenger both in time and in life for urgent possibilities",5,br,good system passenger request try find nearest vehiclefor safety passenger time life urgent possibility
Good,5,br,good
Excellent,5,br,excellent
Best Apk!,5,br,best apk
Ride passenger app የሚጠራው ቦታ ቅርብ ሆኖ ሹፌሩ ያለው እሩቅ ለምንድን ነው ?,2,br,ride passenger app
👍,5,br,
I like ride service a lot. The drivers are efficient and clean.,5,br,like ride service lot driver efficient clean
ዋረኺረ)ሠአሠራሠወቀ ርአወውሮአሶሲአሠቀረራራሪሪአእ,4,br,
nice,5,br,nice
"Good, safe and reliable service. Sometimes it is hard to find English speakers around you in the app, while the driver actually speaks at least some English.",4,br,good safe reliable service sometimes hard find english speaker around app driver actually speaks least english
Good Experience,3,br,good experience
Great app,5,br,great app
Drivers are not abel to read the map to find the exact place. They need some course to use the map.,3,br,driver abel read map find exact place need course use map
Feres is amazing 😎,2,br,feres amazing
Tnks so much it helps me so much,5,br,tnks much help much
Like,5,br,like
Great app,5,br,great app
It is not working correctly it will not zoom in and out it will not move it is just dull....,1,br,working correctly zoom move dull
It is very good but almost all drivers don't use map to locate the place and it is difficult to locate where you are if you don't exactly know the place or if the location is difficult to communicate through phone.,4,br,good almost driver dont use map locate place difficult locate dont exactly know place location difficult communicate phone
Very nice app,4,br,nice app
Hello There 👋🏼 Avaliable is Good keep up sometimes when I order through application Drivers dt person this not right pls work out thax!,3,br,hello avaliable good keep sometimes order application driver dt person right pls work thax
it fine but the tariff little costy so please reconsider it thanks you,4,br,fine tariff little costy please reconsider thanks
"Trustworthy, on time and value for money",5,br,trustworthy time value money
very good except some cheaters drivers.,4,br,good except cheater driver
በጣም ጥሩ,5,br,
"its my option for work liked it much,but if thier is a way to appreciate the driver",5,br,option work liked muchbut thier way appreciate driver
Excellent service,5,br,excellent service
Exceptional,5,br,exceptional
good work,4,br,good work
Ride no 1 meter taxi service in Addis Abeba ethiopia,5,br,ride meter taxi service addis abeba ethiopia
Keep it up💯💯💯💯💯💯💯💯💯💯🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹,5,br,keep
Nice app but it's nice if I can zoom on my location and if I can switch to a satellite view of the map,3,br,nice app nice zoom location switch satellite view map
Nice,4,br,nice
"Nice job, please include loyalty service like mileage.",5,br,nice job please include loyalty service like mileage
Easy and user's friendly app,3,br,easy user friendly app
Best app ever that comes on time,5,br,best app ever come time
